word1	word2	POS	SimLex999	conc(w1)	conc(w2)	concQ	Assoc(USF)	SimAssoc333	SD(SimLex)	context1	context2
remind	forget	V	0.87	2.19	2.04	1	0.14	0	1.56	The word 'remind' is often used in phrases such as 'The remind solution' or 'The remind idea.'	The word 'forget' is often used in phrases such as 'The forget method' or 'The forget approach.'
get	remain	V	1.6	2.38	1.96	1	0.14	0	1.68	The word 'get' is often used in phrases such as 'The get solution' or 'The get idea.'	The word 'remain' is often used in phrases such as 'The remain method' or 'The remain approach.'
realize	discover	V	7.47	2.03	2.37	1	0.14	0	0.59	The word 'realize' is often used in phrases such as 'The realize solution' or 'The realize idea.'	The word 'discover' is often used in phrases such as 'The discover method' or 'The discover approach.'
require	inquire	V	1.82	2.07	2.38	1	0.14	0	1.06	The word 'require' is often used in phrases such as 'The require solution' or 'The require idea.'	The word 'inquire' is often used in phrases such as 'The inquire method' or 'The inquire approach.'
ignore	ask	V	1.07	2.22	2.52	1	0.14	0	1.27	The word 'ignore' is often used in phrases such as 'The ignore solution' or 'The ignore idea.'	The word 'ask' is often used in phrases such as 'The ask method' or 'The ask approach.'
think	inquire	V	4.77	2.41	2.38	1	0.14	0	1.23	The word 'think' is often used in phrases such as 'The think solution' or 'The think idea.'	The word 'inquire' is often used in phrases such as 'The inquire method' or 'The inquire approach.'
reject	avoid	V	4.78	2.4	2.41	1	0.14	0	1.36	The word 'reject' is often used in phrases such as 'The reject solution' or 'The reject idea.'	The word 'avoid' is often used in phrases such as 'The avoid method' or 'The avoid approach.'
argue	persuade	V	6.23	2.75	2.07	1	0.14	0	1.7	The word 'argue' is often used in phrases such as 'The argue solution' or 'The argue idea.'	The word 'persuade' is often used in phrases such as 'The persuade method' or 'The persuade approach.'
pursue	persuade	V	3.17	2.83	2.07	1	0.14	0	1.39	The word 'pursue' is often used in phrases such as 'The pursue solution' or 'The pursue idea.'	The word 'persuade' is often used in phrases such as 'The persuade method' or 'The persuade approach.'
accept	forgive	V	3.73	3.03	1.92	1	0.14	0	1.75	The word 'accept' is often used in phrases such as 'The accept solution' or 'The accept idea.'	The word 'forgive' is often used in phrases such as 'The forgive method' or 'The forgive approach.'
do	quit	V	1.17	2.46	2.56	1	0.14	0	1.81	The word 'do' is often used in phrases such as 'The do solution' or 'The do idea.'	The word 'quit' is often used in phrases such as 'The quit method' or 'The quit approach.'
investigate	examine	V	8.1	2.27	2.86	1	0.14	0	1.31	The word 'investigate' is often used in phrases such as 'The investigate solution' or 'The investigate idea.'	The word 'examine' is often used in phrases such as 'The examine method' or 'The examine approach.'
discuss	explain	V	6.67	3.17	1.97	1	0.14	0	1.53	The word 'discuss' is often used in phrases such as 'The discuss solution' or 'The discuss idea.'	The word 'explain' is often used in phrases such as 'The explain method' or 'The explain approach.'
owe	lend	V	2.32	2.07	3.07	1	0.14	0	0.82	The word 'owe' is often used in phrases such as 'The owe solution' or 'The owe idea.'	The word 'lend' is often used in phrases such as 'The lend method' or 'The lend approach.'
explore	discover	V	8.48	2.9	2.37	2	0.14	0	1.33	The word 'explore' is often used in phrases such as 'The explore solution' or 'The explore idea.'	The word 'discover' is often used in phrases such as 'The discover method' or 'The discover approach.'
complain	argue	V	4.8	2.6	2.75	2	0.14	0	0.9	The word 'complain' is often used in phrases such as 'The complain solution' or 'The complain idea.'	The word 'argue' is often used in phrases such as 'The argue method' or 'The argue approach.'
withdraw	reject	V	6.38	3.04	2.4	2	0.14	0	1.97	The word 'withdraw' is often used in phrases such as 'The withdraw solution' or 'The withdraw idea.'	The word 'reject' is often used in phrases such as 'The reject method' or 'The reject approach.'
keep	borrow	V	2.25	2.37	3.1	2	0.14	0	1.29	The word 'keep' is often used in phrases such as 'The keep solution' or 'The keep idea.'	The word 'borrow' is often used in phrases such as 'The borrow method' or 'The borrow approach.'
beg	ask	V	6.0	2.96	2.52	2	0.14	0	1.58	The word 'beg' is often used in phrases such as 'The beg solution' or 'The beg idea.'	The word 'ask' is often used in phrases such as 'The ask method' or 'The ask approach.'
arrange	organize	V	8.27	2.79	2.72	2	0.14	0	1.1	The word 'arrange' is often used in phrases such as 'The arrange solution' or 'The arrange idea.'	The word 'organize' is often used in phrases such as 'The organize method' or 'The organize approach.'
reduce	shrink	V	8.02	2.0	3.55	2	0.14	0	1.82	The word 'reduce' is often used in phrases such as 'The reduce solution' or 'The reduce idea.'	The word 'shrink' is often used in phrases such as 'The shrink method' or 'The shrink approach.'
speak	acknowledge	V	4.67	3.7	2.03	2	0.14	0	1.47	The word 'speak' is often used in phrases such as 'The speak solution' or 'The speak idea.'	The word 'acknowledge' is often used in phrases such as 'The acknowledge method' or 'The acknowledge approach.'
give	borrow	V	2.22	2.83	3.1	2	0.14	0	1.63	The word 'give' is often used in phrases such as 'The give solution' or 'The give idea.'	The word 'borrow' is often used in phrases such as 'The borrow method' or 'The borrow approach.'
kill	defend	V	2.63	3.9	2.31	2	0.14	0	0.85	The word 'kill' is often used in phrases such as 'The kill solution' or 'The kill idea.'	The word 'defend' is often used in phrases such as 'The defend method' or 'The defend approach.'
disappear	shrink	V	5.8	2.86	3.55	2	0.14	0	1.0	The word 'disappear' is often used in phrases such as 'The disappear solution' or 'The disappear idea.'	The word 'shrink' is often used in phrases such as 'The shrink method' or 'The shrink approach.'
deliver	carry	V	3.88	3.12	4.04	2	0.14	0	1.44	The word 'deliver' is often used in phrases such as 'The deliver solution' or 'The deliver idea.'	The word 'carry' is often used in phrases such as 'The carry method' or 'The carry approach.'
breathe	choke	V	1.37	4.07	3.97	3	0.14	0	2.02	The word 'breathe' is often used in phrases such as 'The breathe solution' or 'The breathe idea.'	The word 'choke' is often used in phrases such as 'The choke method' or 'The choke approach.'
acknowledge	notify	V	5.3	2.03	3.04	1	0.13	0	0.62	The word 'acknowledge' is often used in phrases such as 'The acknowledge solution' or 'The acknowledge idea.'	The word 'notify' is often used in phrases such as 'The notify method' or 'The notify approach.'
become	seem	V	2.63	1.54	1.75	1	0.11	0	1.79	The word 'become' is often used in phrases such as 'The become solution' or 'The become idea.'	The word 'seem' is often used in phrases such as 'The seem method' or 'The seem approach.'
pretend	seem	V	4.68	2.11	1.75	1	0.11	0	1.63	The word 'pretend' is often used in phrases such as 'The pretend solution' or 'The pretend idea.'	The word 'seem' is often used in phrases such as 'The seem method' or 'The seem approach.'
accomplish	become	V	4.0	2.33	1.54	1	0.11	0	0.85	The word 'accomplish' is often used in phrases such as 'The accomplish solution' or 'The accomplish idea.'	The word 'become' is often used in phrases such as 'The become method' or 'The become approach.'
contemplate	think	V	8.82	1.71	2.41	1	0.11	0	1.59	The word 'contemplate' is often used in phrases such as 'The contemplate solution' or 'The contemplate idea.'	The word 'think' is often used in phrases such as 'The think method' or 'The think approach.'
determine	predict	V	5.8	2.13	2.0	1	0.11	0	1.37	The word 'determine' is often used in phrases such as 'The determine solution' or 'The determine idea.'	The word 'predict' is often used in phrases such as 'The predict method' or 'The predict approach.'
please	entertain	V	5.0	1.64	2.55	1	0.11	0	0.71	The word 'please' is often used in phrases such as 'The please solution' or 'The please idea.'	The word 'entertain' is often used in phrases such as 'The entertain method' or 'The entertain approach.'
remain	retain	V	5.75	1.96	2.32	1	0.11	0	1.12	The word 'remain' is often used in phrases such as 'The remain solution' or 'The remain idea.'	The word 'retain' is often used in phrases such as 'The retain method' or 'The retain approach.'
pretend	portray	V	7.03	2.11	2.18	1	0.11	0	1.64	The word 'pretend' is often used in phrases such as 'The pretend solution' or 'The pretend idea.'	The word 'portray' is often used in phrases such as 'The portray method' or 'The portray approach.'
forget	retain	V	0.63	2.04	2.32	1	0.11	0	1.68	The word 'forget' is often used in phrases such as 'The forget solution' or 'The forget idea.'	The word 'retain' is often used in phrases such as 'The retain method' or 'The retain approach.'
want	choose	V	4.78	1.93	2.62	1	0.11	0	1.56	The word 'want' is often used in phrases such as 'The want solution' or 'The want idea.'	The word 'choose' is often used in phrases such as 'The choose method' or 'The choose approach.'
lose	get	V	0.77	2.25	2.38	1	0.11	0	1.33	The word 'lose' is often used in phrases such as 'The lose solution' or 'The lose idea.'	The word 'get' is often used in phrases such as 'The get method' or 'The get approach.'
try	think	V	2.62	2.22	2.41	1	0.11	0	1.45	The word 'try' is often used in phrases such as 'The try solution' or 'The try idea.'	The word 'think' is often used in phrases such as 'The think method' or 'The think approach.'
become	appear	V	4.77	1.54	3.13	1	0.11	0	1.51	The word 'become' is often used in phrases such as 'The become solution' or 'The become idea.'	The word 'appear' is often used in phrases such as 'The appear method' or 'The appear approach.'
leave	ignore	V	4.42	2.53	2.22	1	0.11	0	1.33	The word 'leave' is often used in phrases such as 'The leave solution' or 'The leave idea.'	The word 'ignore' is often used in phrases such as 'The ignore method' or 'The ignore approach.'
accept	recommend	V	2.75	3.03	1.74	1	0.11	0	1.01	The word 'accept' is often used in phrases such as 'The accept solution' or 'The accept idea.'	The word 'recommend' is often used in phrases such as 'The recommend method' or 'The recommend approach.'
leave	wander	V	3.57	2.53	2.28	1	0.11	0	1.33	The word 'leave' is often used in phrases such as 'The leave solution' or 'The leave idea.'	The word 'wander' is often used in phrases such as 'The wander method' or 'The wander approach.'
keep	give	V	1.05	2.37	2.83	2	0.11	0	1.03	The word 'keep' is often used in phrases such as 'The keep solution' or 'The keep idea.'	The word 'give' is often used in phrases such as 'The give method' or 'The give approach.'
give	allow	V	5.15	2.83	2.41	2	0.11	0	1.32	The word 'give' is often used in phrases such as 'The give solution' or 'The give idea.'	The word 'allow' is often used in phrases such as 'The allow method' or 'The allow approach.'
bring	send	V	2.97	2.55	2.7	2	0.11	0	0.88	The word 'bring' is often used in phrases such as 'The bring solution' or 'The bring idea.'	The word 'send' is often used in phrases such as 'The send method' or 'The send approach.'
absorb	learn	V	5.48	3.11	2.2	2	0.11	0	1.16	The word 'absorb' is often used in phrases such as 'The absorb solution' or 'The absorb idea.'	The word 'learn' is often used in phrases such as 'The learn method' or 'The learn approach.'
acquire	find	V	6.38	2.93	2.63	2	0.11	0	1.74	The word 'acquire' is often used in phrases such as 'The acquire solution' or 'The acquire idea.'	The word 'find' is often used in phrases such as 'The find method' or 'The find approach.'
leave	appear	V	0.97	2.53	3.13	2	0.11	0	1.45	The word 'leave' is often used in phrases such as 'The leave solution' or 'The leave idea.'	The word 'appear' is often used in phrases such as 'The appear method' or 'The appear approach.'
create	destroy	V	0.63	2.62	3.08	2	0.11	0	1.1	The word 'create' is often used in phrases such as 'The create solution' or 'The create idea.'	The word 'destroy' is often used in phrases such as 'The destroy method' or 'The destroy approach.'
begin	go	V	7.42	2.56	3.15	2	0.11	0	1.24	The word 'begin' is often used in phrases such as 'The begin solution' or 'The begin idea.'	The word 'go' is often used in phrases such as 'The go method' or 'The go approach.'
get	buy	V	5.08	2.38	3.35	2	0.11	0	1.02	The word 'get' is often used in phrases such as 'The get solution' or 'The get idea.'	The word 'buy' is often used in phrases such as 'The buy method' or 'The buy approach.'
collect	save	V	6.67	3.34	2.42	2	0.11	0	0.44	The word 'collect' is often used in phrases such as 'The collect solution' or 'The collect idea.'	The word 'save' is often used in phrases such as 'The save method' or 'The save approach.'
replace	restore	V	5.73	3.0	2.79	2	0.11	0	1.08	The word 'replace' is often used in phrases such as 'The replace solution' or 'The replace idea.'	The word 'restore' is often used in phrases such as 'The restore method' or 'The restore approach.'
